Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547805054.110124,1060560,4,0
2,Payment,1547805054.110137,1060547,3,0
2,Payment,1547805054.110223,1061187,0,0
1,NewOrder,1547805054.110242,1060442,8,0
1,NewOrder,1547805054.110684,1060233,1,0
5,StockLevel,1547805054.110694,6268,5,0
2,Payment,1547805054.116993,1053721,5,0
2,Payment,1547805054.485751,1522470,6,0
2,Payment,1547805054.485864,1522357,2,0
1,NewOrder,1547805054.485975,1522247,9,0
5,StockLevel,1547805055.170720,9484,8,0
2,Payment,1547805055.170720,964858,4,0
3,OrderStatus,1547805055.170720,796197,3,0
1,NewOrder,1547805055.170729,963677,5,0
1,NewOrder,1547805055.170934,963354,1,0
2,Payment,1547805055.171453,962847,0,0
2,Payment,1547805055.171574,963902,7,0
1,NewOrder,1547805055.180291,954157,8,0
2,Payment,1547805055.966944,167417,3,0
2,Payment,1547805056.008278,293901,6,0
4,Delivery,1547805056.008278,294030,9,0
1,NewOrder,1547805056.008279,294051,2,0
3,OrderStatus,1547805056.134322,3084,1,0
2,Payment,1547805056.134329,455348,0,0
4,Delivery,1547805056.134383,455887,3,0
4,Delivery,1547805056.134431,455316,5,0
2,Payment,1547805056.134469,455208,8,0
1,NewOrder,1547805056.135497,454503,7,0
2,Payment,1547805056.135596,454081,4,0
1,NewOrder,1547805056.137451,452226,1,0
4,Delivery,1547805056.302215,756215,6,0
1,NewOrder,1547805056.302327,755979,9,0
1,NewOrder,1547805056.302349,756024,2,0
2,Payment,1547805056.589711,761786,0,0
2,Payment,1547805056.589711,761786,1,0
3,OrderStatus,1547805056.589711,4624,4,0
1,NewOrder,1547805056.589711,762901,8,0
2,Payment,1547805056.589763,761750,5,0
3,OrderStatus,1547805056.590017,1975,7,0
4,Delivery,1547805056.590287,761249,3,0
1,NewOrder,1547805056.592014,759483,7,0
1,NewOrder,1547805056.594364,757258,4,0
2,Payment,1547805057.058340,693352,9,0
2,Payment,1547805057.058389,693399,2,0
2,Payment,1547805057.058451,693126,6,0
1,NewOrder,1547805057.351534,426032,7,0
2,Payment,1547805057.351534,426299,1,0
2,Payment,1547805057.351534,426098,0,0
2,Payment,1547805057.351535,426021,5,0
1,NewOrder,1547805057.351560,426409,3,0
2,Payment,1547805057.351642,426000,4,0
1,NewOrder,1547805057.352631,424925,8,0
1,NewOrder,1547805057.751624,104782,6,0
2,Payment,1547805057.751721,59629,9,0
1,NewOrder,1547805057.751804,59360,2,0
1,NewOrder,1547805057.777586,78689,7,0
2,Payment,1547805057.777611,78587,5,0
2,Payment,1547805057.777657,78511,0,0
4,Delivery,1547805057.777675,78579,4,0
1,NewOrder,1547805057.777852,78709,1,0
2,Payment,1547805057.777987,78287,3,0
1,NewOrder,1547805057.778349,77925,8,0
1,NewOrder,1547805057.811240,70710,2,0
1,NewOrder,1547805057.811385,70569,9,0
2,Payment,1547805057.856214,44049,5,0
2,Payment,1547805057.856242,44102,0,0
2,Payment,1547805057.856280,43931,4,0
1,NewOrder,1547805057.856296,7478,7,0
1,NewOrder,1547805057.856303,43956,8,0
1,NewOrder,1547805057.856303,43870,3,0
2,Payment,1547805057.856423,43754,6,0
1,NewOrder,1547805057.856576,43629,1,0
1,NewOrder,1547805057.863798,36300,7,0
1,NewOrder,1547805057.881982,153339,2,0
2,Payment,1547805057.881987,59864,9,0
1,NewOrder,1547805057.900137,135025,7,0
1,NewOrder,1547805057.900193,134930,3,0
2,Payment,1547805057.900219,134897,6,0
1,NewOrder,1547805057.900230,135030,1,0
1,NewOrder,1547805057.900285,134891,8,0
2,Payment,1547805057.900293,134968,5,0
2,Payment,1547805057.900331,134784,4,0
1,NewOrder,1547805057.900356,134872,0,0
1,NewOrder,1547805057.941893,160494,9,0
1,NewOrder,1547805058.035143,86302,3,0
1,NewOrder,1547805058.035143,6519,6,0
