Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547805701.367202,63533,4,0
1,NewOrder,1547805701.386134,87113,6,0
1,NewOrder,1547805701.386134,87272,3,0
1,NewOrder,1547805701.386134,87217,8,0
2,Payment,1547805701.386374,86964,2,0
1,NewOrder,1547805701.430678,65624,5,0
2,Payment,1547805701.430736,65520,7,0
2,Payment,1547805701.430766,65513,4,0
5,StockLevel,1547805701.430766,29179,0,0
4,Delivery,1547805701.430850,65437,1,0
2,Payment,1547805701.431076,65486,9,0
2,Payment,1547805701.459974,36314,0,0
2,Payment,1547805701.473280,140856,6,0
2,Payment,1547805701.473353,140817,2,0
1,NewOrder,1547805701.473363,141028,8,0
2,Payment,1547805701.473419,140842,3,0
1,NewOrder,1547805701.496280,427878,7,0
2,Payment,1547805701.496319,427929,0,0
2,Payment,1547805701.496319,427929,4,0
1,NewOrder,1547805701.496320,428041,1,0
1,NewOrder,1547805701.496323,427776,5,0
2,Payment,1547805701.496577,427689,9,0
1,NewOrder,1547805701.614174,478059,6,0
2,Payment,1547805701.614187,477941,2,0
1,NewOrder,1547805701.614285,477810,3,0
1,NewOrder,1547805701.614406,477914,8,0
2,Payment,1547805701.924129,278218,5,0
2,Payment,1547805701.924173,278174,7,0
2,Payment,1547805701.924289,279172,4,0
1,NewOrder,1547805701.924289,278582,0,0
2,Payment,1547805701.924291,278188,9,0
1,NewOrder,1547805701.924382,278535,1,0
2,Payment,1547805702.092116,136248,3,0
1,NewOrder,1547805702.092139,136416,2,0
1,NewOrder,1547805702.092244,136100,6,0
2,Payment,1547805702.092338,136176,8,0
1,NewOrder,1547805702.202368,3674,5,0
2,Payment,1547805702.202369,44749,7,0
1,NewOrder,1547805702.202490,44492,9,0
1,NewOrder,1547805702.202897,44344,0,0
1,NewOrder,1547805702.202932,44225,1,0
1,NewOrder,1547805702.203481,43608,4,0
2,Payment,1547805702.206057,40926,5,0
1,NewOrder,1547805702.228364,69780,6,0
1,NewOrder,1547805702.228381,69627,3,0
2,Payment,1547805702.228527,69458,8,0
2,Payment,1547805702.228568,69444,2,0
2,Payment,1547805702.247008,94086,5,0
2,Payment,1547805702.247037,93521,9,0
1,NewOrder,1547805702.247108,94320,4,0
2,Payment,1547805702.247138,93533,7,0
2,Payment,1547805702.247173,93489,1,0
2,Payment,1547805702.247263,93365,0,0
2,Payment,1547805702.298012,69139,8,0
1,NewOrder,1547805702.298019,69198,3,0
5,StockLevel,1547805702.298025,6584,2,0
2,Payment,1547805702.298162,69044,6,0
1,NewOrder,1547805702.304633,62488,2,0
2,Payment,1547805702.340572,45335,9,0
1,NewOrder,1547805702.340640,45307,0,0
1,NewOrder,1547805702.340678,45226,1,0
1,NewOrder,1547805702.340684,45371,7,0
1,NewOrder,1547805702.341137,44768,5,0
2,Payment,1547805702.341455,44548,4,0
4,Delivery,1547805702.367168,69223,8,0
2,Payment,1547805702.367168,60271,2,0
1,NewOrder,1547805702.367219,60298,6,0
2,Payment,1547805702.367227,60226,3,0
2,Payment,1547805702.385920,50330,5,0
2,Payment,1547805702.385920,50468,1,0
1,NewOrder,1547805702.385921,50355,9,0
1,NewOrder,1547805702.385965,50293,0,0
3,OrderStatus,1547805702.386023,20792,4,0
1,NewOrder,1547805702.386067,50115,7,0
4,Delivery,1547805702.406831,29359,4,0
