Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547771701.019473,25129,6,0
2,Payment,1547771701.027805,59438,8,0
3,OrderStatus,1547771701.036260,2301,4,0
2,Payment,1547771701.038573,108563,4,0
1,NewOrder,1547771701.044614,17087,6,0
1,NewOrder,1547771701.052938,25772,3,0
1,NewOrder,1547771701.061713,25453,6,0
2,Payment,1547771701.070225,60114,9,0
1,NewOrder,1547771701.078722,25563,3,0
2,Payment,1547771701.087178,68438,6,0
4,Delivery,1547771701.087252,34576,8,0
1,NewOrder,1547771701.095821,26111,2,0
1,NewOrder,1547771701.104294,26019,3,0
2,Payment,1547771701.113104,144885,1,0
1,NewOrder,1547771701.121838,16852,8,0
2,Payment,1547771701.121940,75917,2,0
2,Payment,1547771701.130323,84486,3,0
2,Payment,1547771701.130348,41991,9,0
1,NewOrder,1547771701.138699,25329,8,0
2,Payment,1547771701.147148,84971,4,0
2,Payment,1547771701.155630,25040,6,0
2,Payment,1547771701.164042,179237,8,0
1,NewOrder,1547771701.172348,17003,9,0
1,NewOrder,1547771701.180687,25735,6,0
1,NewOrder,1547771701.189360,16946,9,0
2,Payment,1547771701.197865,102809,2,0
1,NewOrder,1547771701.206313,17216,9,0
1,NewOrder,1547771701.206428,17022,6,0
5,StockLevel,1547771701.214817,2643,3,0
1,NewOrder,1547771701.217469,14470,3,0
1,NewOrder,1547771701.223458,17201,6,0
1,NewOrder,1547771701.223538,34199,9,0
2,Payment,1547771701.231948,256401,3,0
1,NewOrder,1547771701.232139,34242,4,0
4,Delivery,1547771701.240669,25521,6,0
3,OrderStatus,1547771701.257752,1488,9,0
2,Payment,1547771701.258001,178638,1,0
1,NewOrder,1547771701.259249,15667,9,0
2,Payment,1547771701.266197,111634,6,0
1,NewOrder,1547771701.266400,25546,4,0
2,Payment,1547771701.274871,239463,0,0
2,Payment,1547771701.274936,85263,9,0
1,NewOrder,1547771701.283513,16903,7,0
1,NewOrder,1547771701.291958,25423,4,0
2,Payment,1547771701.300430,230602,7,0
2,Payment,1547771701.300687,356692,2,0
1,NewOrder,1547771701.309070,42569,5,0
1,NewOrder,1547771701.317394,34192,4,0
1,NewOrder,1547771701.343288,25411,8,0
3,OrderStatus,1547771701.351596,2814,4,0
2,Payment,1547771701.351649,102213,5,0
3,OrderStatus,1547771701.354427,2430,4,0
1,NewOrder,1547771701.356866,20395,4,0
5,StockLevel,1547771701.360214,3558,9,0
2,Payment,1547771701.363785,55939,9,0
2,Payment,1547771701.368717,33985,8,0
2,Payment,1547771701.377271,8627,4,0
1,NewOrder,1547771701.377844,16274,6,0
4,Delivery,1547771701.385912,16814,4,0
1,NewOrder,1547771701.394130,17164,6,0
2,Payment,1547771701.402720,68575,8,0
2,Payment,1547771701.402738,313716,4,0
1,NewOrder,1547771701.411305,16817,6,0
1,NewOrder,1547771701.419736,25452,9,0
1,NewOrder,1547771701.428134,25707,6,0
1,NewOrder,1547771701.436649,17228,1,0
